Training on: cuda
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_20.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_40.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_60.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_80.jsonl
Loaded 100 dispatch events from /home/wei/AMR-DFJSP/test_case/static/dispatch_inbox_100.jsonl
Starting Attention Precise REINFORCE training with dispatch baseline 'earliest_completion_job+earliest_completion' (stepwise).
Epoch [1/2000] | Sampled: 1178.62 | Baseline: 778.38 | Improvement: -400.25 | Win Rate: 0.00% | Actor Loss: 4.2775 | Entropy: 4.1128
Epoch [321/2000] | Sampled: 2590.75 | Baseline: 893.62 | Improvement: -1697.12 | Win Rate: 0.00% | Actor Loss: -1.2425 | Entropy: 1.3300
Epoch [322/2000] | Sampled: 2257.56 | Baseline: 768.62 | Improvement: -1488.94 | Win Rate: 0.00% | Actor Loss: -5.1977 | Entropy: 1.1634
Epoch [323/2000] | Sampled: 1946.38 | Baseline: 671.44 | Improvement: -1274.94 | Win Rate: 0.00% | Actor Loss: -2.2756 | Entropy: 1.1015
Epoch [324/2000] | Sampled: 2440.06 | Baseline: 837.50 | Improvement: -1602.56 | Win Rate: 0.00% | Actor Loss: -3.4242 | Entropy: 1.1927
Epoch [325/2000] | Sampled: 2536.88 | Baseline: 868.19 | Improvement: -1668.69 | Win Rate: 0.00% | Actor Loss: -12.1567 | Entropy: 1.2243
Epoch [326/2000] | Sampled: 2192.88 | Baseline: 744.12 | Improvement: -1448.75 | Win Rate: 0.00% | Actor Loss: -2.9741 | Entropy: 1.1826
Epoch [327/2000] | Sampled: 1832.12 | Baseline: 629.56 | Improvement: -1202.56 | Win Rate: 0.00% | Actor Loss: -1.7374 | Entropy: 1.0863
Epoch [328/2000] | Sampled: 2216.88 | Baseline: 757.81 | Improvement: -1459.06 | Win Rate: 0.00% | Actor Loss: -7.3283 | Entropy: 1.2045
Epoch [329/2000] | Sampled: 2373.50 | Baseline: 817.25 | Improvement: -1556.25 | Win Rate: 0.00% | Actor Loss: -8.1134 | Entropy: 1.2743
Epoch [330/2000] | Sampled: 2210.44 | Baseline: 761.88 | Improvement: -1448.56 | Win Rate: 0.00% | Actor Loss: -6.0512 | Entropy: 1.1807
Epoch [331/2000] | Sampled: 2378.00 | Baseline: 809.69 | Improvement: -1568.31 | Win Rate: 0.00% | Actor Loss: -6.3351 | Entropy: 1.2068
Epoch [332/2000] | Sampled: 2512.81 | Baseline: 845.88 | Improvement: -1666.94 | Win Rate: 0.00% | Actor Loss: -4.0553 | Entropy: 1.2176
Epoch [333/2000] | Sampled: 1994.75 | Baseline: 681.50 | Improvement: -1313.25 | Win Rate: 0.00% | Actor Loss: -6.5449 | Entropy: 1.0186
Epoch [334/2000] | Sampled: 2210.50 | Baseline: 756.31 | Improvement: -1454.19 | Win Rate: 0.00% | Actor Loss: -2.1538 | Entropy: 1.0797
Epoch [335/2000] | Sampled: 1642.00 | Baseline: 558.25 | Improvement: -1083.75 | Win Rate: 0.00% | Actor Loss: -1.3636 | Entropy: 0.9202
Epoch [336/2000] | Sampled: 2069.06 | Baseline: 709.12 | Improvement: -1359.94 | Win Rate: 0.00% | Actor Loss: -7.7761 | Entropy: 1.1496
Epoch [337/2000] | Sampled: 2140.19 | Baseline: 726.06 | Improvement: -1414.12 | Win Rate: 0.00% | Actor Loss: -2.7521 | Entropy: 1.0456
Epoch [338/2000] | Sampled: 2510.88 | Baseline: 856.69 | Improvement: -1654.19 | Win Rate: 0.00% | Actor Loss: -0.9652 | Entropy: 1.0363
Epoch [339/2000] | Sampled: 2147.50 | Baseline: 729.50 | Improvement: -1418.00 | Win Rate: 0.00% | Actor Loss: -0.9482 | Entropy: 0.9509
Epoch [340/2000] | Sampled: 2210.19 | Baseline: 765.69 | Improvement: -1444.50 | Win Rate: 0.00% | Actor Loss: -5.7829 | Entropy: 1.1391
Epoch [341/2000] | Sampled: 1988.44 | Baseline: 680.94 | Improvement: -1307.50 | Win Rate: 0.00% | Actor Loss: -7.9750 | Entropy: 1.0949
Epoch [342/2000] | Sampled: 1842.56 | Baseline: 632.31 | Improvement: -1210.25 | Win Rate: 0.00% | Actor Loss: -4.1825 | Entropy: 0.9528
Epoch [343/2000] | Sampled: 2467.12 | Baseline: 841.19 | Improvement: -1625.94 | Win Rate: 0.00% | Actor Loss: -2.9878 | Entropy: 1.0644
Epoch [344/2000] | Sampled: 2353.75 | Baseline: 805.94 | Improvement: -1547.81 | Win Rate: 0.00% | Actor Loss: -14.4807 | Entropy: 1.0274
Epoch [345/2000] | Sampled: 1912.06 | Baseline: 657.38 | Improvement: -1254.69 | Win Rate: 0.00% | Actor Loss: 2.6676 | Entropy: 0.9150
Epoch [346/2000] | Sampled: 1674.88 | Baseline: 564.31 | Improvement: -1110.56 | Win Rate: 0.00% | Actor Loss: -3.8606 | Entropy: 0.8661
Epoch [347/2000] | Sampled: 1881.25 | Baseline: 643.12 | Improvement: -1238.12 | Win Rate: 0.00% | Actor Loss: -4.8725 | Entropy: 0.8055
Epoch [348/2000] | Sampled: 1899.25 | Baseline: 645.19 | Improvement: -1254.06 | Win Rate: 0.00% | Actor Loss: -2.2198 | Entropy: 0.7267
Epoch [349/2000] | Sampled: 2272.50 | Baseline: 770.06 | Improvement: -1502.44 | Win Rate: 0.00% | Actor Loss: -2.7936 | Entropy: 0.7443
Epoch [350/2000] | Sampled: 2575.25 | Baseline: 887.44 | Improvement: -1687.81 | Win Rate: 0.00% | Actor Loss: -3.3838 | Entropy: 0.7784
Epoch [351/2000] | Sampled: 2451.88 | Baseline: 841.94 | Improvement: -1609.94 | Win Rate: 0.00% | Actor Loss: -1.9815 | Entropy: 0.7216
Epoch [352/2000] | Sampled: 1962.88 | Baseline: 672.19 | Improvement: -1290.69 | Win Rate: 0.00% | Actor Loss: -1.7765 | Entropy: 0.5771
Epoch [353/2000] | Sampled: 2457.25 | Baseline: 834.75 | Improvement: -1622.50 | Win Rate: 0.00% | Actor Loss: -3.3762 | Entropy: 0.7246
Epoch [354/2000] | Sampled: 2410.00 | Baseline: 820.62 | Improvement: -1589.38 | Win Rate: 0.00% | Actor Loss: -2.6956 | Entropy: 0.7855
Epoch [355/2000] | Sampled: 1922.62 | Baseline: 662.50 | Improvement: -1260.12 | Win Rate: 0.00% | Actor Loss: -2.4024 | Entropy: 0.5779
Epoch [356/2000] | Sampled: 2308.62 | Baseline: 792.94 | Improvement: -1515.69 | Win Rate: 0.00% | Actor Loss: 2.9833 | Entropy: 0.7128
Epoch [357/2000] | Sampled: 2824.88 | Baseline: 945.62 | Improvement: -1879.25 | Win Rate: 0.00% | Actor Loss: -15.8862 | Entropy: 0.9143
Traceback (most recent call last):
  File "/home/wei/AMR-DFJSP/Static_alogorithm/Attention/train_precise.py", line 576, in <module>
    train(build_parser().parse_args())
  File "/home/wei/AMR-DFJSP/Static_alogorithm/Attention/train_precise.py", line 546, in train
    train_reinforce(args)
  File "/home/wei/AMR-DFJSP/Static_alogorithm/Attention/train_precise.py", line 358, in train_reinforce
    comparison = compute_dispatch_baseline_comparison(
  File "/home/wei/AMR-DFJSP/Static_alogorithm/reinforce_baseline.py", line 175, in compute_dispatch_baseline_comparison
    rule_next_makespan, _ = evaluate_makespan(
  File "/home/wei/AMR-DFJSP/Static_alogorithm/reinforce_baseline.py", line 78, in evaluate_makespan
    availability, _, _, _, invalid_count = decode_schedule_tick_by_tick(
  File "/home/wei/AMR-DFJSP/Static_alogorithm/GA/GA.py", line 1188, in decode_schedule_tick_by_tick
    return decode_schedule(individual, jobs, need_log=need_log, check_collision=check_collision, init_state=init_state)
  File "/home/wei/AMR-DFJSP/Static_alogorithm/GA/GA.py", line 1182, in decode_schedule
    execute_unload(op)
  File "/home/wei/AMR-DFJSP/Static_alogorithm/GA/GA.py", line 1111, in execute_unload
    travel_end = move_amr(amr, station_pos, travel_start, job.idx, "unload", f"Job{job.idx} unload trans {int(grid_distance(current_position[amr], station_pos))}s")
  File "/home/wei/AMR-DFJSP/Static_alogorithm/GA/GA.py", line 1074, in move_amr
    path = find_dynamic_path(origin, destination, start_time, reservations, amr_states, amr)
  File "/home/wei/AMR-DFJSP/Static_alogorithm/GA/GA.py", line 240, in find_dynamic_path
    if neighbor in OBSTACLES: continue
KeyboardInterrupt
